0.000000, 0.000102, -0.000428, -0.000326
0.051594, 0.000102, -0.000428, -0.000326
0.103188, 0.000102, -0.000428, -0.000326
0.154782, 0.000102, -0.000428, -0.000326
0.206376, 0.000102, -0.000428, -0.000326
0.257970, 0.000102, -0.000428, -0.000326
0.309564, 0.000102, -0.000428, -0.000326
0.361158, 0.000102, -0.000428, -0.000326
0.412751, 0.000102, -0.000428, -0.000326
0.464345, 0.000102, -0.000428, -0.000326
0.515939, 0.000102, -0.000428, -0.000326
0.567533, 0.000102, -0.000428, -0.000326
0.619127, 0.000102, -0.000428, -0.000326
0.670721, 0.000102, -0.000428, -0.000326
0.722315, 0.000102, -0.000428, -0.000326
0.773909, 0.000102, -0.000428, -0.000326
0.825503, 0.000102, -0.000428, -0.000326
0.877097, 0.000102, -0.000428, -0.000326
0.928691, 0.000102, -0.000428, -0.000326
0.980285, 0.000102, -0.000428, -0.000326
1.031879, 0.000102, -0.000428, -0.000326
1.083473, 0.000102, -0.000428, -0.000326
1.135067, 0.000102, -0.000428, -0.000326
1.186660, 0.000102, -0.000428, -0.000326
1.238254, 0.000102, -0.000428, -0.000326
1.289848, 0.000102, -0.000428, -0.000326
1.341442, 0.000102, -0.000428, -0.000326
1.393036, 0.000102, -0.000428, -0.000326
1.444630, 0.000102, -0.000428, -0.000326
1.496224, 0.000102, -0.000428, -0.000326
1.547818, 0.000102, -0.000428, -0.000326
1.599412, 0.000102, -0.000428, -0.000326
1.651006, 0.000102, -0.000428, -0.000326
1.702600, 0.000102, -0.000428, -0.000326
1.754194, 0.000102, -0.000428, -0.000326
1.805788, 0.000102, -0.000428, -0.000326
1.857382, 0.000102, -0.000429, -0.000326
1.908975, 0.000102, -0.000429, -0.000326
1.960569, 0.000102, -0.000429, -0.000327
2.012163, 0.000102, -0.000429, -0.000327
2.063757, 0.000102, -0.000429, -0.000327
2.115351, 0.000102, -0.000429, -0.000327
2.166945, 0.000102, -0.000429, -0.000327
2.218539, 0.000102, -0.000429, -0.000327
2.270133, 0.000102, -0.000429, -0.000327
2.321727, 0.000102, -0.000429, -0.000327
2.373321, 0.000102, -0.000429, -0.000327
2.424915, 0.000102, -0.000429, -0.000327
2.476509, 0.000102, -0.000429, -0.000327
2.528103, 0.000102, -0.000429, -0.000327
2.579697, 0.000102, -0.000429, -0.000327
2.631291, 0.000102, -0.000429, -0.000327
2.682884, 0.000102, -0.000429, -0.000327
2.734478, 0.000102, -0.000429, -0.000327
2.786072, 0.000102, -0.000429, -0.000327
2.837666, 0.000102, -0.000429, -0.000327
2.889260, 0.000102, -0.000429, -0.000327
2.940854, 0.000102, -0.000429, -0.000327
2.992448, 0.000102, -0.000429, -0.000327
3.044042, 0.000102, -0.000429, -0.000327
3.095636, 0.000102, -0.000429, -0.000327
3.147230, 0.000102, -0.000429, -0.000327
3.198824, 0.000102, -0.000429, -0.000327
3.250418, 0.000102, -0.000429, -0.000327
3.302012, 0.000102, -0.000429, -0.000327
3.353606, 0.000102, -0.000429, -0.000327
3.405200, 0.000102, -0.000429, -0.000327
3.456793, 0.000102, -0.000429, -0.000327
3.508387, 0.000102, -0.000429, -0.000327
3.559981, 0.000102, -0.000429, -0.000327
3.611575, 0.000102, -0.000429, -0.000327
3.663169, 0.000102, -0.000429, -0.000327
